관리번호|법정동코드|시도명|시군구명|법정읍면동명|법정리명|산여부|지번본번|지번부번|도로명코드|도로명|지하여부|건물본번|건물부번|행정동코드|행정동명|우편번호|우편일련번호|고시일자|이동사유코드|변경전도로명주소|시군구용건물명|공동주택구분|기타
41370105319801200003300000|4137010500|경기도|오산시|청학동||0|69|6|413703198012|대호로|0|33|0|4137053000|남촌동|18119||20110729|1|||청학빌라|
41370105319801200003400000|4137010500|경기도|오산시|청학동||0|58|3|413703198012|대호로|0|34|0|4137053000|남촌동|18119||20160406|0||||
41370105319801200003400001|4137010500|경기도|오산시|청학동||0|58|20|413703198012|대호로|0|34|1|4137053000|남촌동|18119||20160425|0||||
41370105319801200003400003|4137010500|경기도|오산시|청학동||0|58|21|413703198012|대호로|0|34|3|4137053000|남촌동|18119||20160425|0||||
41370105319801200003400005|4137010500|경기도|오산시|청학동||0|58|22|413703198012|대호로|0|34|5|4137053000|남촌동|18119||20160406|0||||
41370105319801200003400007|4137010500|경기도|오산시|청학동||0|58|24|413703198012|대호로|0|34|7|4137053000|남촌동|18119||20160721|0||||
41370105319801200003400009|4137010500|경기도|오산시|청학동||0|58|23|413703198012|대호로|0|34|9|4137053000|남촌동|18119||20160706|0||||
41370105319801200003400011|4137010500|경기도|오산시|청학동||0|58|26|413703198012|대호로|0|34|11|4137053000|남촌동|18119||20170419|1||||
41370105319801200003400013|4137010500|경기도|오산시|청학동||0|58|27|413703198012|대호로|0|34|13|4137053000|남촌동|18119||20170419|1||||
41370105319801200003400015|4137010500|경기도|오산시|청학동||0|58|28|413703198012|대호로|0|34|15|4137053000|남촌동|18119||20170602|0||||
41370105319801200003400017|4137010500|경기도|오산시|청학동||0|58|29|413703198012|대호로|0|34|17|4137053000|남촌동|18119||20170602|1||||
41370105319801200003400019|4137010500|경기도|오산시|청학동||0|58|30|413703198012|대호로|0|34|19|4137053000|남촌동|18119||20170602|0||||
41370105319801200003400023|4137010500|경기도|오산시|청학동||0|58|31|413703198012|대호로|0|34|23|4137053000|남촌동|18119||20230410|0||||
41370105319801200003700000|4137010500|경기도|오산시|청학동||0|69|1|413703198012|대호로|0|37|0|4137053000|남촌동|18119||20181019|0||||
41370105319801200003900000|4137010500|경기도|오산시|청학동||0|271|0|413703198012|대호로|0|39|0|4137053000|남촌동|18119||20180808|1||오산청학행복주택|오산청학행복주택|
41370105319801200004100000|4137010500|경기도|오산시|청학동||0|68|5|413703198012|대호로|0|41|0|4137053000|남촌동|18119||20110729|0||||
41370105319801200004200000|4137010500|경기도|오산시|청학동||0|58|0|413703198012|대호로|0|42|0|4137053000|남촌동|18119||20110729|0||||
41370105319801200004300000|4137010500|경기도|오산시|청학동||0|68|4|413703198012|대호로|0|43|0|4137053000|남촌동|18119||20110729|0|||동성빌|
41370105319801200004500000|4137010500|경기도|오산시|청학동||0|68|3|413703198012|대호로|0|45|0|4137053000|남촌동|18119||20120903|0||||
41370105319801200004600000|4137010500|경기도|오산시|청학동||0|59|2|413703198012|대호로|0|46|0|4137053000|남촌동|18119||20140528|0||||
41370105319801800001800000|4137010500|경기도|오산시|청학동||0|70|11|413703198018|법원로|0|18|0|4137053000|남촌동|18119||20110729|0||||
41370105319801800002000000|4137010500|경기도|오산시|청학동||0|70|6|413703198018|법원로|0|20|0|4137053000|남촌동|18119||20110729|0|||LG공인중개사|
41370105319801800002200000|4137010500|경기도|오산시|청학동||0|70|12|413703198018|법원로|0|22|0|4137053000|남촌동|18119||20141201|0||||
41370105319801800002400000|4137010500|경기도|오산시|청학동||0|70|22|413703198018|법원로|0|24|0|4137053000|남촌동|18119||20140905|0||||
41370105319801800002400001|4137010500|경기도|오산시|청학동||0|70|13|413703198018|법원로|0|24|1|4137053000|남촌동|18119||20140731|0||||
41370105319801800002600000|4137010500|경기도|오산시|청학동||0|68|0|413703198018|법원로|0|26|0|4137053000|남촌동|18119||20110729|0|||강남프라자|
41370105319801800003000000|4137010500|경기도|오산시|청학동||0|64|0|413703198018|법원로|0|30|0|4137053000|남촌동|18119||20110729|0|||오산빌딩|
41370105319801800003200000|4137010500|경기도|오산시|청학동||0|63|0|413703198018|법원로|0|32|0|4137053000|남촌동|18119||20110729|0|||SK공인중개사|
41370105319801800003400000|4137010500|경기도|오산시|청학동||0|60|0|413703198018|법원로|0|34|0|4137053000|남촌동|18119||20110729|0|||통일카뱅크|
41370105319804500000700004|4137010500|경기도|오산시|청학동||0|41|14|413703198045|청학로|0|7|4|4137053000|남촌동|18119||20110729|0|||중앙통신(주)|
41370105319804500000700006|4137010500|경기도|오산시|청학동||0|40|8|413703198045|청학로|0|7|6|4137053000|남촌동|18119||20161107|0||||
41370105319804500001000000|4137010500|경기도|오산시|청학동||0|40|1|413703198045|청학로|0|10|0|4137053000|남촌동|18119||20110729|0||||
41370105319804500001100000|4137010500|경기도|오산시|청학동||0|40|0|413703198045|청학로|0|11|0|4137053000|남촌동|18119||20110729|0|||현해빌딩|
41370105319804500001400000|4137010500|경기도|오산시|청학동||0|38|2|413703198045|청학로|0|14|0|4137053000|남촌동|18119||20110729|0|||정석빌딩|
41370105319804500001700000|4137010500|경기도|오산시|청학동||0|37|5|413703198045|청학로|0|17|0|4137053000|남촌동|18119||20121119|0||||
41370105319804500002000000|4137010500|경기도|오산시|청학동||0|37|9|413703198045|청학로|0|20|0|4137053000|남촌동|18119||20110729|0||||
41370105319804500002100000|4137010500|경기도|오산시|청학동||0|37|22|413703198045|청학로|0|21|0|4137053000|남촌동|18119||20110729|0||||
41370105319804500002300000|4137010500|경기도|오산시|청학동||0|37|20|413703198045|청학로|0|23|0|4137053000|남촌동|18119||20110729|0||||
41370105319804500002700000|4137010500|경기도|오산시|청학동||0|36|1|413703198045|청학로|0|27|0|4137053000|남촌동|18119||20110729|0|||오산성광교회|
41370105319804500003100000|4137010500|경기도|오산시|청학동||0|33|1|413703198045|청학로|0|31|0|4137053000|남촌동|18119||20170927|0||||
41370105319804500003900000|4137010500|경기도|오산시|청학동||0|31|1|413703198045|청학로|0|39|0|4137053000|남촌동|18119||20110729|0|||대학복사|
41370105319804500004000000|4137010500|경기도|오산시|청학동||0|34|7|413703198045|청학로|0|40|0|4137053000|남촌동|18119||20201102|0||||
41370105319804500004200027|4137010500|경기도|오산시|청학동||0|265|3|413703198045|청학로|0|42|27|4137053000|남촌동|18119||20110729|0||||
41370105319804500004200035|4137010500|경기도|오산시|청학동||0|5|0|413703198045|청학로|0|42|35|4137053000|남촌동|18119||20110729|1||청학동웰스톤|청학동웰스톤|
41370105319804500004200037|4137010500|경기도|오산시|청학동||0|5|1|413703198045|청학로|0|42|37|4137053000|남촌동|18119||20110729|0||||
41370105319804500004500000|4137010500|경기도|오산시|청학동||0|17|0|413703198045|청학로|0|45|0|4137053000|남촌동|18119||20110729|0|||오산대학교|
41370105319804500004700001|4137010500|경기도|오산시|청학동||0|12|3|413703198045|청학로|0|47|1|4137053000|남촌동|18119||20110729|0||||
41370105319804500004800000|4137010500|경기도|오산시|청학동||0|8|6|413703198045|청학로|0|48|0|4137053000|남촌동|18119||20110729|0|||청학볼링센타|
41370105319804500005200000|4137010500|경기도|오산시|청학동||0|8|5|413703198045|청학로|0|52|0|4137053000|남촌동|18119||20110729|0|||현대빌딩|
41370105319804500005300000|4137010500|경기도|오산시|청학동||0|12|1|413703198045|청학로|0|53|0|4137053000|남촌동|18119||20110729|0|||오산 AI코딩에듀랩|
41370105319804500005400000|4137010500|경기도|오산시|청학동||0|8|4|413703198045|청학로|0|54|0|4137053000|남촌동|18119||20110729|0||||
41370105319804500005500004|4137010500|경기도|오산시|청학동||0|13|3|413703198045|청학로|0|55|4|4137053000|남촌동|18119||20130726|0||||
41370105319804500005500005|4137010500|경기도|오산시|청학동||0|16|6|413703198045|청학로|0|55|5|4137053000|남촌동|18119||20110729|0|||남촌동주민센터|
41370105319804500005600000|4137010500|경기도|오산시|청학동||0|8|8|413703198045|청학로|0|56|0|4137053000|남촌동|18119||20150108|0||||
41370105319804500005800000|4137010500|경기도|오산시|청학동||0|5|5|413703198045|청학로|0|58|0|4137053000|남촌동|18119||20110729|0|||하영교회|
41370105319804500005800001|4137010500|경기도|오산시|청학동||0|5|8|413703198045|청학로|0|58|1|4137053000|남촌동|18119||20110729|0|||플라워피아|
41370105319804500005900000|4137010500|경기도|오산시|청학동||0|11|14|413703198045|청학로|0|59|0|4137053000|남촌동|18119||20110729|0||||
41370105319804500006000000|4137010500|경기도|오산시|청학동||0|7|1|413703198045|청학로|0|60|0|4137053000|남촌동|18119||20130322|0||||
41370105319804500006300000|4137010500|경기도|오산시|청학동||0|14|2|413703198045|청학로|0|63|0|4137053000|남촌동|18119||20110729|0||||
41370105319804500006400000|4137010500|경기도|오산시|청학동||0|5|3|413703198045|청학로|0|64|0|4137053000|남촌동|18119||20110729|0||||
41370105319804500006500000|4137010500|경기도|오산시|청학동||0|16|5|413703198045|청학로|0|65|0|4137053000|남촌동|18119||20110729|0|||청학도서관|
41370105319804500006600000|4137010500|경기도|오산시|청학동||0|4|2|413703198045|청학로|0|66|0|4137053000|남촌동|18119||20110729|0|||현대자동차|
41370105319804500006700000|4137010500|경기도|오산시|청학동||0|3|2|413703198045|청학로|0|67|0|4137053000|남촌동|18119||20110729|0||||
41370105319804500006800000|4137010500|경기도|오산시|청학동||0|4|1|413703198045|청학로|0|68|0|4137053000|남촌동|18119||20110729|0||||
41370105319804500007000002|4137010500|경기도|오산시|청학동||0|4|1|413703198045|청학로|0|70|2|4137053000|남촌동|18119||20110729|0||||
41370105319804500007000004|4137010500|경기도|오산시|청학동||0|4|1|413703198045|청학로|0|70|4|4137053000|남촌동|18119||20110729|0||||
41370105319804500007700000|4137010500|경기도|오산시|청학동||0|3|13|413703198045|청학로|0|77|0|4137053000|남촌동|18119||20180622|0||||
41370105319804500007900000|4137010500|경기도|오산시|청학동||0|3|12|413703198045|청학로|0|79|0|4137053000|남촌동|18119||20180622|0||||
41370105319804500008100000|4137010500|경기도|오산시|청학동||0|3|9|413703198045|청학로|0|81|0|4137053000|남촌동|18119||20180622|0||||
41370105335287900001100000|4137010500|경기도|오산시|청학동||0|273|0|413703352879|학서로|0|11|0|4137053000|남촌동|18125||20210712|0|||오산시립테니스장|
41370105335288000000400028|4137010500|경기도|오산시|청학동||0|304|1|413703352880|학서1로|0|4|28|4137053000|남촌동|18125||20250319|0||||
41370105335288000000600000|4137010500|경기도|오산시|청학동||0|300|2|413703352880|학서1로|0|6|0|4137053000|남촌동|18125||20220401|0||||
41370105335288100001500000|4137010500|경기도|오산시|청학동||0|324|4|413703352881|학동로|0|15|0|4137053000|남촌동|18126||20210507|0||||
41370105335288200000600030|4137010500|경기도|오산시|청학동||0|322|1|413703352882|학동상로|0|6|30|4137053000|남촌동|18126||20240924|0||||
41370105335288200000600031|4137010500|경기도|오산시|청학동||0|321|3|413703352882|학동상로|0|6|31|4137053000|남촌동|18126||20210604|0||||
41370105335288400000600002|4137010500|경기도|오산시|청학동||0|375|2|413703352884|장서로|0|6|2|4137056000|초평동|18125||20250402|0||||
41370105335288500000600000|4137010500|경기도|오산시|청학동||0|309|0|413703352885|송로|0|6|0|4137053000|남촌동|18125||20230918|0||||
41370105335288500001100000|4137010500|경기도|오산시|청학동||0|312|0|413703352885|송로|0|11|0|4137053000|남촌동|18125||20230424|1||||
41370105439400600000800000|4137010500|경기도|오산시|청학동||0|41|6|413704394006|청학로5번길|0|8|0|4137053000|남촌동|18119||20110729|0||||
41370105439400600001000000|4137010500|경기도|오산시|청학동||0|41|6|413704394006|청학로5번길|0|10|0|4137053000|남촌동|18119||20110729|0||||
41370105439400600001200000|4137010500|경기도|오산시|청학동||0|42|6|413704394006|청학로5번길|0|12|0|4137053000|남촌동|18119||20110729|0|||청학식품슈퍼|
41370105439400600001400000|4137010500|경기도|오산시|청학동||0|42|8|413704394006|청학로5번길|0|14|0|4137053000|남촌동|18119||20121030|0||||
41370105439400600001400003|4137010500|경기도|오산시|청학동||0|196|1|413704394006|청학로5번길|0|14|3|4137053000|남촌동|18119||20110729|0||||
41370105439400600001400004|4137010500|경기도|오산시|청학동||0|42|5|413704394006|청학로5번길|0|14|4|4137053000|남촌동|18119||20110729|0||||
41370105439400600001400006|4137010500|경기도|오산시|청학동||0|41|2|413704394006|청학로5번길|0|14|6|4137053000|남촌동|18119||20110729|0|||청학대중탕|
41370105439400600001400007|4137010500|경기도|오산시|청학동||0|194|15|413704394006|청학로5번길|0|14|7|4137053000|남촌동|18119||20230424|0||||
41370105439400600001400009|4137010500|경기도|오산시|청학동||0|194|14|413704394006|청학로5번길|0|14|9|4137053000|남촌동|18119||20220729|0||||
41370105439400600001400011|4137010500|경기도|오산시|청학동||0|194|13|413704394006|청학로5번길|0|14|11|4137053000|남촌동|18119||20220506|0||||
41370105439400600001400015|4137010500|경기도|오산시|청학동||0|194|12|413704394006|청학로5번길|0|14|15|4137053000|남촌동|18119||20220617|0||||
41370105439400600001400017|4137010500|경기도|오산시|청학동||0|194|11|413704394006|청학로5번길|0|14|17|4137053000|남촌동|18119||20220401|0||||
41370105439400600001400019|4137010500|경기도|오산시|청학동||0|50|4|413704394006|청학로5번길|0|14|19|4137053000|남촌동|18119||20220307|0||||
41370105439400600001400021|4137010500|경기도|오산시|청학동||0|49|5|413704394006|청학로5번길|0|14|21|4137053000|남촌동|18119||20220506|0||||
41370105439400600001400023|4137010500|경기도|오산시|청학동||0|49|4|413704394006|청학로5번길|0|14|23|4137053000|남촌동|18119||20220211|0||||
41370105439400600001400025|4137010500|경기도|오산시|청학동||0|49|2|413704394006|청학로5번길|0|14|25|4137053000|남촌동|18119||20220211|0||||
41370105439400600001600000|4137010500|경기도|오산시|청학동||0|196|4|413704394006|청학로5번길|0|16|0|4137053000|남촌동|18119||20111230|0||||
41370105439400600001700000|4137010500|경기도|오산시|청학동||0|196|3|413704394006|청학로5번길|0|17|0|4137053000|남촌동|18119||20110729|0|||금성빌딩|
41370105439400600001800000|4137010500|경기도|오산시|청학동||0|193|4|413704394006|청학로5번길|0|18|0|4137053000|남촌동|18119||20110729|0||||
41370105439400600002000000|4137010500|경기도|오산시|청학동||0|52|1|413704394006|청학로5번길|0|20|0|4137053000|남촌동|18119||20110729|0|||오산정보고등학교|
41370105439400600002000005|4137010500|경기도|오산시|청학동||0|195|1|413704394006|청학로5번길|0|20|5|4137053000|남촌동|18119||20110729|0|||오산한누리교회|
41370105439400600002000007|4137010500|경기도|오산시|청학동||0|192|8|413704394006|청학로5번길|0|20|7|4137053000|남촌동|18119||20110729|0||||
41370105439400600002000009|4137010500|경기도|오산시|청학동||0|192|4|413704394006|청학로5번길|0|20|9|4137053000|남촌동|18119||20110729|0||||
41370105439400600002000011|4137010500|경기도|오산시|청학동||0|192|7|413704394006|청학로5번길|0|20|11|4137053000|남촌동|18119||20110729|0||||
41370105439400600002000017|4137010500|경기도|오산시|청학동||0|192|5|413704394006|청학로5번길|0|20|17|4137053000|남촌동|18119||20110729|0||||
41370105439400600002000019|4137010500|경기도|오산시|청학동||0|192|9|413704394006|청학로5번길|0|20|19|4137053000|남촌동|18119||20110729|0||||
41370105439400600002000021|4137010500|경기도|오산시|청학동||0|192|3|413704394006|청학로5번길|0|20|21|4137053000|남촌동|18119||20110729|0||||
41370105439400600002000023|4137010500|경기도|오산시|청학동||0|192|6|413704394006|청학로5번길|0|20|23|4137053000|남촌동|18119||20110729|0||||
41370105439400600002000025|4137010500|경기도|오산시|청학동||0|192|2|413704394006|청학로5번길|0|20|25|4137053000|남촌동|18119||20110729|0||||
41370105439400600002000027|4137010500|경기도|오산시|청학동||0|192|1|413704394006|청학로5번길|0|20|27|4137053000|남촌동|18119||20110729|0||||
41370105439400600002200000|4137010500|경기도|오산시|청학동||0|201|11|413704394006|청학로5번길|0|22|0|4137053000|남촌동|18119||20110729|0||||
41370105439400600002400000|4137010500|경기도|오산시|청학동||0|201|10|413704394006|청학로5번길|0|24|0|4137053000|남촌동|18119||20110729|0||||
41370105439400600002400001|4137010500|경기도|오산시|청학동||0|201|9|413704394006|청학로5번길|0|24|1|4137053000|남촌동|18119||20110729|0||||
41370105439400600002600000|4137010500|경기도|오산시|청학동||0|201|8|413704394006|청학로5번길|0|26|0|4137053000|남촌동|18119||20110729|0||||
41370105439400600002800000|4137010500|경기도|오산시|청학동||0|201|7|413704394006|청학로5번길|0|28|0|4137053000|남촌동|18119||20110729|0||||
41370105439414500000100000|4137010500|경기도|오산시|청학동||0|37|37|413704394145|청학로17번길|0|1|0|4137053000|남촌동|18119||20110729|0||||
41370105439414500000400000|4137010500|경기도|오산시|청학동||0|37|4|413704394145|청학로17번길|0|4|0|4137053000|남촌동|18119||20110729|0|||그린카센타|
41370105439414500000500000|4137010500|경기도|오산시|청학동||0|41|7|413704394145|청학로17번길|0|5|0|4137053000|남촌동|18119||20150428|0|||모아빌|
41370105439414500000500004|4137010500|경기도|오산시|청학동||0|41|19|413704394145|청학로17번길|0|5|4|4137053000|남촌동|18119||20150622|0||||
41370105439414500000500006|4137010500|경기도|오산시|청학동||0|41|18|413704394145|청학로17번길|0|5|6|4137053000|남촌동|18119||20200203|0||||
41370105439414500000500007|4137010500|경기도|오산시|청학동||0|41|16|413704394145|청학로17번길|0|5|7|4137053000|남촌동|18119||20110729|1||최영옥연립|재경빌라|
41370105439414500000500008|4137010500|경기도|오산시|청학동||0|41|4|413704394145|청학로17번길|0|5|8|4137053000|남촌동|18119||20121030|0||||
41370105439414500000500011|4137010500|경기도|오산시|청학동||0|41|9|413704394145|청학로17번길|0|5|11|4137053000|남촌동|18119||20110729|0|||마을정보사랑방|
41370105439414500000500012|4137010500|경기도|오산시|청학동||0|41|5|413704394145|청학로17번길|0|5|12|4137053000|남촌동|18119||20151006|0||||
41370105439414500000500013|4137010500|경기도|오산시|청학동||0|41|10|413704394145|청학로17번길|0|5|13|4137053000|남촌동|18119||20110729|0||||
41370105439414500000500015|4137010500|경기도|오산시|청학동||0|41|11|413704394145|청학로17번길|0|5|15|4137053000|남촌동|18119||20110729|0||||
41370105439414500000600002|4137010500|경기도|오산시|청학동||0|37|16|413704394145|청학로17번길|0|6|2|4137053000|남촌동|18119||20110729|0||||
41370105439414500000600004|4137010500|경기도|오산시|청학동||0|37|21|413704394145|청학로17번길|0|6|4|4137053000|남촌동|18119||20110729|0||||
41370105439414500000600007|4137010500|경기도|오산시|청학동||0|36|10|413704394145|청학로17번길|0|6|7|4137053000|남촌동|18119||20170203|0||||
41370105439414500000600008|4137010500|경기도|오산시|청학동||0|37|6|413704394145|청학로17번길|0|6|8|4137053000|남촌동|18119||20110729|0|||수 하우스|
41370105439414500000600009|4137010500|경기도|오산시|청학동||0|32|25|413704394145|청학로17번길|0|6|9|4137053000|남촌동|18119||20110729|0||||
41370105439414500000600010|4137010500|경기도|오산시|청학동||0|36|7|413704394145|청학로17번길|0|6|10|4137053000|남촌동|18119||20210105|0||||
41370105439414500000600012|4137010500|경기도|오산시|청학동||0|36|17|413704394145|청학로17번길|0|6|12|4137053000|남촌동|18119||20110729|0||||
41370105439414500000600014|4137010500|경기도|오산시|청학동||0|36|13|413704394145|청학로17번길|0|6|14|4137053000|남촌동|18119||20110729|1||성광다세대주택|성광다세대주택|
41370105439414500000700000|4137010500|경기도|오산시|청학동||0|41|3|413704394145|청학로17번길|0|7|0|4137053000|남촌동|18119||20110729|1|||삼호빌라|
41370105439414500000800000|4137010500|경기도|오산시|청학동||0|41|15|413704394145|청학로17번길|0|8|0|4137053000|남촌동|18119||20110729|0||||
41370105439414500000900000|4137010500|경기도|오산시|청학동||0|41|21|413704394145|청학로17번길|0|9|0|4137053000|남촌동|18119||20110729|0|||마티아빌|
41370105439414500001000001|4137010500|경기도|오산시|청학동||0|44|14|413704394145|청학로17번길|0|10|1|4137053000|남촌동|18119||20110729|0||||
41370105439414500001000002|4137010500|경기도|오산시|청학동||0|41|0|413704394145|청학로17번길|0|10|2|4137053000|남촌동|18119||20130614|1||힐링|힐링|
41370105439414500001100000|4137010500|경기도|오산시|청학동||0|49|3|413704394145|청학로17번길|0|11|0|4137053000|남촌동|18119||20160304|1||||
41370105439414500001300000|4137010500|경기도|오산시|청학동||0|49|0|413704394145|청학로17번길|0|13|0|4137053000|남촌동|18119||20160304|1||||
41370105439414500001400000|4137010500|경기도|오산시|청학동||0|43|0|413704394145|청학로17번길|0|14|0|4137053000|남촌동|18119||20110729|0||||
41370105439414500001600000|4137010500|경기도|오산시|청학동||0|46|12|413704394145|청학로17번길|0|16|0|4137053000|남촌동|18119||20110729|0||||
41370105439414500001800000|4137010500|경기도|오산시|청학동||0|46|11|413704394145|청학로17번길|0|18|0|4137053000|남촌동|18119||20110729|0||||
41370105439414500001900000|4137010500|경기도|오산시|청학동||0|50|10|413704394145|청학로17번길|0|19|0|4137053000|남촌동|18119||20110729|0|||청학빌라|
41370105439414500002000000|4137010500|경기도|오산시|청학동||0|46|7|413704394145|청학로17번길|0|20|0|4137053000|남촌동|18119||20110729|0|||준성|
41370105439414500002100000|4137010500|경기도|오산시|청학동||0|50|9|413704394145|청학로17번길|0|21|0|4137053000|남촌동|18119||20110729|0||||
41370105439414500002200000|4137010500|경기도|오산시|청학동||0|46|4|413704394145|청학로17번길|0|22|0|4137053000|남촌동|18119||20160105|0||||
41370105439414500002200003|4137010500|경기도|오산시|청학동||0|46|2|413704394145|청학로17번길|0|22|3|4137053000|남촌동|18119||20110729|0||||
41370105439414500002200004|4137010500|경기도|오산시|청학동||0|46|5|413704394145|청학로17번길|0|22|4|4137053000|남촌동|18119||20110729|0|||청학빌|
41370105439414500002300000|4137010500|경기도|오산시|청학동||0|50|2|413704394145|청학로17번길|0|23|0|4137053000|남촌동|18119||20120529|0||||
41370105439414500002400000|4137010500|경기도|오산시|청학동||0|46|1|413704394145|청학로17번길|0|24|0|4137053000|남촌동|18119||20110729|0||||
41370105439414500002500000|4137010500|경기도|오산시|청학동||0|50|8|413704394145|청학로17번길|0|25|0|4137053000|남촌동|18119||20110729|0||||
41370105439414500002500001|4137010500|경기도|오산시|청학동||0|50|7|413704394145|청학로17번길|0|25|1|4137053000|남촌동|18119||20110729|0||||
41370105439414500002600000|4137010500|경기도|오산시|청학동||0|46|0|413704394145|청학로17번길|0|26|0|4137053000|남촌동|18119||20110729|0||||
41370105439414500002700000|4137010500|경기도|오산시|청학동||0|50|6|413704394145|청학로17번길|0|27|0|4137053000|남촌동|18119||20110729|0||||
41370105439414500002900000|4137010500|경기도|오산시|청학동||0|50|1|413704394145|청학로17번길|0|29|0|4137053000|남촌동|18119||20110729|0|||대학빌|
41370105439414500002900001|4137010500|경기도|오산시|청학동||0|51|14|413704394145|청학로17번길|0|29|1|4137053000|남촌동|18119||20110729|0||||
41370105439414500003100000|4137010500|경기도|오산시|청학동||0|51|12|413704394145|청학로17번길|0|31|0|4137053000|남촌동|18119||20110729|1||동산다세대주택|동산다세대주택|
41370105439414500003300000|4137010500|경기도|오산시|청학동||0|51|17|413704394145|청학로17번길|0|33|0|4137053000|남촌동|18119||20110729|0||||
41370105439414500003300001|4137010500|경기도|오산시|청학동||0|51|11|413704394145|청학로17번길|0|33|1|4137053000|남촌동|18119||20110729|0||||
41370105439414500003500000|4137010500|경기도|오산시|청학동||0|51|15|413704394145|청학로17번길|0|35|0|4137053000|남촌동|18119||20110729|0|||성산빌|
41370105439414500003500001|4137010500|경기도|오산시|청학동||0|51|10|413704394145|청학로17번길|0|35|1|4137053000|남촌동|18119||20110729|0||||
41370105439414500003700000|4137010500|경기도|오산시|청학동||0|51|9|413704394145|청학로17번길|0|37|0|4137053000|남촌동|18119||20110729|0||||
41370105439414500003800000|4137010500|경기도|오산시|청학동||0|25|1|413704394145|청학로17번길|0|38|0|4137053000|남촌동|18119||20110729|0||||
41370105439414500003900000|4137010500|경기도|오산시|청학동||0|51|8|413704394145|청학로17번길|0|39|0|4137053000|남촌동|18119||20110729|0||||
41370105439414500004000000|4137010500|경기도|오산시|청학동||0|51|1|413704394145|청학로17번길|0|40|0|4137053000|남촌동|18119||20110729|0||||
41370105439414600000400000|4137010500|경기도|오산시|청학동||0|29|0|413704394146|청학로43번길|0|4|0|4137053000|남촌동|18119||20110729|0||||
41370105439414600000500000|4137010500|경기도|오산시|청학동||0|31|2|413704394146|청학로43번길|0|5|0|4137053000|남촌동|18119||20110729|1||정문빌라|정문빌라|
41370105439414600000600000|4137010500|경기도|오산시|청학동||0|30|1|413704394146|청학로43번길|0|6|0|4137053000|남촌동|18119||20110729|0||||
41370105439414600000700000|4137010500|경기도|오산시|청학동||0|32|8|413704394146|청학로43번길|0|7|0|4137053000|남촌동|18119||20110729|1||세산다세대주택|세산다세대|
41370105439414600000800000|4137010500|경기도|오산시|청학동||0|30|3|413704394146|청학로43번길|0|8|0|4137053000|남촌동|18119||20110729|0||||
41370105439414600000900000|4137010500|경기도|오산시|청학동||0|32|9|413704394146|청학로43번길|0|9|0|4137053000|남촌동|18119||20110729|1||세산다세대주택|세산다세대|
41370105439414600001000000|4137010500|경기도|오산시|청학동||0|30|4|413704394146|청학로43번길|0|10|0|4137053000|남촌동|18119||20110729|0||||
41370105439414600001000001|4137010500|경기도|오산시|청학동||0|30|5|413704394146|청학로43번길|0|10|1|4137053000|남촌동|18119||20110729|0||||
41370105439414600001100000|4137010500|경기도|오산시|청학동||0|32|10|413704394146|청학로43번길|0|11|0|4137053000|남촌동|18119||20110729|1||세산다세대|세산다세대|
41370105439414600001200000|4137010500|경기도|오산시|청학동||0|30|6|413704394146|청학로43번길|0|12|0|4137053000|남촌동|18119||20110729|0||||
41370105439414600001200001|4137010500|경기도|오산시|청학동||0|30|7|413704394146|청학로43번길|0|12|1|4137053000|남촌동|18119||20110729|0||||
41370105439414600001300000|4137010500|경기도|오산시|청학동||0|32|11|413704394146|청학로43번길|0|13|0|4137053000|남촌동|18119||20110729|1||세산다세대|세산다세대|
41370105439414600001300001|4137010500|경기도|오산시|청학동||0|32|12|413704394146|청학로43번길|0|13|1|4137053000|남촌동|18119||20110729|1||세산다세대|세산다세대|
41370105439414600001400000|4137010500|경기도|오산시|청학동||0|30|8|413704394146|청학로43번길|0|14|0|4137053000|남촌동|18119||20110729|0||||
41370105439414600001400001|4137010500|경기도|오산시|청학동||0|30|9|413704394146|청학로43번길|0|14|1|4137053000|남촌동|18119||20110729|0||||
41370105439414600001500000|4137010500|경기도|오산시|청학동||0|32|26|413704394146|청학로43번길|0|15|0|4137053000|남촌동|18119||20110729|1||세산다세대주택|세산다세대주택|
41370105439414600001600000|4137010500|경기도|오산시|청학동||0|30|10|413704394146|청학로43번길|0|16|0|4137053000|남촌동|18119||20110729|0||||
41370105439414600001600001|4137010500|경기도|오산시|청학동||0|30|11|413704394146|청학로43번길|0|16|1|4137053000|남촌동|18119||20110729|0||||
41370105439414600001700000|4137010500|경기도|오산시|청학동||0|32|13|413704394146|청학로43번길|0|17|0|4137053000|남촌동|18119||20110729|1||세산다세대|세산다세대|
41370105439414600001800000|4137010500|경기도|오산시|청학동||0|30|12|413704394146|청학로43번길|0|18|0|4137053000|남촌동|18119||20110729|0||||
41370105439414600001800001|4137010500|경기도|오산시|청학동||0|30|13|413704394146|청학로43번길|0|18|1|4137053000|남촌동|18119||20110729|0||||
41370105439414600001900000|4137010500|경기도|오산시|청학동||0|32|14|413704394146|청학로43번길|0|19|0|4137053000|남촌동|18119||20110729|1||세산다세대|세산다세대|
41370105439414600002000000|4137010500|경기도|오산시|청학동||0|30|14|413704394146|청학로43번길|0|20|0|4137053000|남촌동|18119||20110729|0||||
41370105439414600002100000|4137010500|경기도|오산시|청학동||0|32|15|413704394146|청학로43번길|0|21|0|4137053000|남촌동|18119||20110729|1||남기락연립|남기락연립|
